Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err
Nuno Tavares,pt POR,DF,23.0,,5,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.7,14.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,Nott'ham Forest,8.0,,,,,,,,,,,,,,,,0.0,7.0,1.0,14.3,1.38,0.2,0.0,0.0,26.1,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2,201.0,274.0,73.4,2954.0,1132.0,117.0,136.0,86.0,69.0,96.0,71.9,11.0,28.0,39.3,0.0,0.5,0.4,-0.5,2.0,14.0,2.0,0.0,24.0,225.0,48.0,8.0,0.0,4.0,16.0,39.0,1.0,0.0,1.0,0.0,201.0,1.0,7.0,9.0,1.77,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0
Odisseas Vlachodimos,gr GRE,GK,29.0,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Nott'ham Forest,5.0,12.0,2.4,22.0,10.0,50.0,1.0,0.0,4.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,141.0,176.0,80.1,3965.0,2847.0,21.0,21.0,100.0,73.0,73.0,100.0,47.0,80.0,58.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,119.0,55.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,2.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Joe Worrall,eng ENG,DF,26.0,,5,439.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.2,0.3,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Nott'ham Forest,7.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.41,0.0,0.0,,10.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,138.0,164.0,84.1,2910.0,1068.0,25.0,30.0,83.3,98.0,105.0,93.3,14.0,27.0,51.9,0.0,0.2,0.3,-0.2,2.0,5.0,0.0,0.0,8.0,157.0,7.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,138.0,0.0,1.0,3.0,0.62,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,7,5,6,1,0,3,6,50.0,3,5,4,1,3,10,32,1
Scott McKenna,sct SCO,DF,26.0,,5,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches,Nott'ham Forest,5.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.43,0.0,0.0,,10.8,0.0,0.0,0.0,0.2,0.2,0.1,-0.2,-0.2,137.0,186.0,73.7,2769.0,1280.0,38.0,48.0,79.2,82.0,109.0,75.2,17.0,28.0,60.7,0.0,0.2,0.2,-0.2,3.0,10.0,3.0,0.0,10.0,168.0,18.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,137.0,0.0,2.0,2.0,0.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,3,1,0,2,3,66.7,1,6,4,2,5,9,27,0
Felipe,br BRA,DF,34.0,,4,375.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Nott'ham Forest,7.0,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.72,0.0,0.0,,16.6,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,183.0,215.0,85.1,3654.0,1412.0,61.0,70.0,87.1,97.0,105.0,92.4,21.0,33.0,63.6,0.0,0.1,0.0,-0.1,2.0,10.0,0.0,0.0,6.0,206.0,8.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,183.0,1.0,1.0,4.0,0.97,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,9,9,3,0,9,12,75.0,3,4,1,3,4,16,12,0
Brennan Johnson,wls WAL,"FW,MF",22.0,,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,8.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.21,0.12,0.21,Matches,Nott'ham Forest,3.0,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,1.14,0.0,0.0,,19.7,0.0,0.0,0.0,0.3,0.3,0.11,-0.3,-0.3,47.0,61.0,77.0,671.0,143.0,25.0,29.0,86.2,17.0,22.0,77.3,2.0,2.0,100.0,0.0,0.2,0.0,-0.2,1.0,2.0,0.0,0.0,1.0,55.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,2.0,7.0,2.66,3.0,0.0,2.0,1.0,1.0,0.0,3.0,1.14,1.0,0.0,1.0,0.0,1.0,0.0,4,1,1,1,2,2,4,50.0,2,4,1,3,0,4,0,0
Gio Reyna,us USA,"FW,MF",20.0,,2,235.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,3.0,12.0,14.0,0.0,0.38,0.38,0.0,0.38,0.11,0.18,0.29,0.11,0.29,Matches,Nott'ham Forest,9.0,,,,,,,,,,,,,,,,0.0,5.0,2.0,40.0,1.91,0.77,0.0,0.0,21.3,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3,118.0,140.0,84.3,1768.0,374.0,69.0,74.0,93.2,40.0,45.0,88.9,7.0,13.0,53.8,1.0,0.5,0.4,0.5,7.0,5.0,2.0,0.0,12.0,129.0,9.0,4.0,0.0,0.0,8.0,1.0,4.0,3.0,1.0,0.0,118.0,2.0,3.0,12.0,4.6,9.0,1.0,1.0,0.0,0.0,1.0,2.0,0.77,1.0,1.0,0.0,0.0,0.0,0.0,7,3,4,0,3,3,6,50.0,3,3,0,3,2,9,0,0
Cheikhou Kouyaté,sn SEN,MF,33.0,,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches,Nott'ham Forest,12.0,,,,,,,,,,,,,,,,0.0,5.0,1.0,20.0,2.12,0.42,0.0,0.0,19.8,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3,47.0,74.0,63.5,604.0,159.0,32.0,43.0,74.4,11.0,19.0,57.9,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,1.0,8.0,3.4,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,8,5,3,3,2,1,4,25.0,3,4,1,3,2,10,10,0
Rodrigo Ribeiro,pt POR,"MF,FW",18.0,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nott'ham Forest,4.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,8.0,75.0,89.0,35.0,2.0,4.0,50.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,5.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
Andrey Santos,br BRA,MF,19.0,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,Matches,Nott'ham Forest,1.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,22.5,0.0,0.0,,22.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,6.0,6.0,100.0,90.0,31.0,4.0,4.0,100.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,22.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Brandon Aguilera,cr CRC,FW,20.0,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nott'ham Forest,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,8.0,50.0,48.0,23.0,3.0,6.0,50.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Remo Freuler,ch SUI,MF,31.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Gardner,eng ENG,DF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Hennessey,wls WAL,GK,36.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Horvath,us USA,GK,28.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie McDonnell,nir NIR,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis O'Brien,eng ENG,MF,24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detlef Osong,eng ENG,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwang Ui-jo,kr KOR,"FW,MF",30.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Kaminski,be BEL,GK,30.0,,38,3405.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,38.0,85.0,2.25,221.0,140.0,63.3,6.0,8.0,24.0,2.0,5.3,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,869.0,1468.0,59.2,27614.0,22188.0,173.0,175.0,98.9,329.0,344.0,95.6,362.0,937.0,38.6,0.0,0.0,0.1,0.0,1.0,44.0,2.0,0.0,1.0,969.0,493.0,152.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,6.0,0.0,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0,0,2,6,33.3,4,1,0,1,0,2,14,2
Alfie Doughty,eng ENG,DF,23.0,,34,2925.0,32.5,2.0,8.0,10.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,6.3,7.6,94.0,106.0,164.0,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23,Matches,Luton Town,37.0,,,,,,,,,,,,,,,,2.0,26.0,8.0,30.8,0.8,0.25,0.08,0.25,16.3,2.0,0.0,0.0,1.3,1.3,0.05,0.7,0.7,1121.0,1686.0,66.5,20956.0,8325.0,496.0,571.0,86.9,431.0,571.0,75.5,166.0,426.0,39.0,8.0,6.3,5.4,1.7,70.0,71.0,43.0,24.0,106.0,1190.0,489.0,89.0,0.0,9.0,340.0,249.0,151.0,66.0,80.0,5.0,1121.0,7.0,60.0,115.0,3.54,57.0,47.0,4.0,6.0,1.0,0.0,16.0,0.49,8.0,5.0,1.0,2.0,0.0,0.0,63,40,29,18,16,37,82,45.1,45,51,9,42,31,94,43,4
Carlton Morris,eng ENG,"FW,MF",27.0,,32,2862.0,31.8,11.0,4.0,15.0,6.0,5.0,5.0,4.0,0.0,11.4,7.5,2.8,10.2,37.0,56.0,120.0,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32,Matches,Luton Town,38.0,,,,,,,,,,,,,,,,11.0,66.0,26.0,39.4,2.08,0.82,0.09,0.23,13.5,0.0,5.0,5.0,11.4,7.5,0.11,-0.4,-1.5,484.0,751.0,64.4,6404.0,1199.0,310.0,415.0,74.7,132.0,209.0,63.2,18.0,34.0,52.9,4.0,2.8,1.6,1.2,22.0,27.0,11.0,0.0,56.0,719.0,19.0,1.0,0.0,2.0,15.0,3.0,1.0,0.0,1.0,0.0,484.0,13.0,33.0,71.0,2.23,49.0,0.0,5.0,10.0,6.0,1.0,8.0,0.25,4.0,0.0,0.0,3.0,1.0,0.0,15,8,4,6,5,9,15,60.0,6,24,5,19,1,16,53,0
Ross Barkley,eng ENG,MF,29.0,,30,2618.0,29.1,5.0,4.0,9.0,5.0,0.0,0.0,6.0,0.0,4.1,4.1,3.7,7.9,48.0,163.0,39.0,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27,Matches,Luton Town,32.0,,,,,,,,,,,,,,,,5.0,66.0,19.0,28.8,2.27,0.65,0.08,0.26,21.5,6.0,0.0,0.0,4.1,4.1,0.06,0.9,0.9,1218.0,1474.0,82.6,21602.0,6544.0,550.0,611.0,90.0,473.0,533.0,88.7,147.0,226.0,65.0,4.0,3.7,2.7,0.3,44.0,138.0,27.0,1.0,163.0,1329.0,139.0,94.0,4.0,24.0,45.0,14.0,16.0,8.0,8.0,0.0,1218.0,6.0,31.0,104.0,3.58,67.0,11.0,14.0,6.0,3.0,3.0,11.0,0.38,6.0,2.0,1.0,1.0,1.0,0.0,47,19,16,21,10,11,48,22.9,37,25,9,16,25,72,51,2
Teden Mengi,eng ENG,DF,21.0,,28,2469.0,27.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,15.0,54.0,1.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches,Luton Town,30.0,,,,,,,,,,,,,,,,1.0,11.0,4.0,36.4,0.4,0.15,0.09,0.25,17.6,0.0,0.0,0.0,0.6,0.6,0.05,0.4,0.4,728.0,938.0,77.6,14286.0,5525.0,256.0,296.0,86.5,378.0,431.0,87.7,82.0,177.0,46.3,0.0,0.3,0.6,-0.3,6.0,62.0,5.0,0.0,54.0,912.0,22.0,18.0,1.0,13.0,2.0,4.0,0.0,0.0,0.0,0.0,728.0,4.0,7.0,14.0,0.51,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,22,33,20,1,19,30,63.3,11,39,27,12,57,111,140,1
Gabriel Osho,ng NGA,DF,24.0,,21,1846.0,20.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,0.1,1.2,10.0,37.0,4.0,0.1,0.0,0.1,0.1,0.1,0.05,0.01,0.06,0.05,0.06,Matches,Luton Town,21.0,,,,,,,,,,,,,,,,2.0,10.0,2.0,20.0,0.49,0.1,0.2,1.0,14.8,0.0,0.0,0.0,1.1,1.1,0.11,0.9,0.9,580.0,706.0,82.2,10931.0,4019.0,195.0,222.0,87.8,342.0,384.0,89.1,41.0,87.0,47.1,0.0,0.1,0.2,-0.1,2.0,30.0,3.0,1.0,37.0,697.0,8.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,580.0,1.0,3.0,8.0,0.39,7.0,0.0,1.0,0.0,0.0,0.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0,41,22,21,19,1,16,27,59.3,11,37,20,17,31,72,92,0
Issa Kaboré,bf BFA,DF,22.0,,21,1729.0,19.2,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.2,0.2,2.1,2.3,60.0,54.0,85.0,0.0,0.1,0.1,0.0,0.1,0.01,0.11,0.12,0.01,0.12,Matches,Luton Town,24.0,,,,,,,,,,,,,,,,0.0,6.0,1.0,16.7,0.31,0.05,0.0,0.0,15.8,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,533.0,759.0,70.2,8402.0,3289.0,277.0,324.0,85.5,203.0,287.0,70.7,35.0,78.0,44.9,2.0,2.1,1.9,-0.1,16.0,30.0,18.0,13.0,54.0,601.0,157.0,6.0,1.0,0.0,66.0,151.0,0.0,0.0,0.0,0.0,533.0,1.0,44.0,32.0,1.67,25.0,0.0,2.0,2.0,1.0,2.0,4.0,0.21,3.0,0.0,0.0,1.0,0.0,0.0,52,28,23,21,8,24,45,53.3,21,22,11,11,16,68,56,2
Amari'i Bell,jm JAM,DF,29.0,,21,1720.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,32.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches,Luton Town,21.0,,,,,,,,,,,,,,,,0.0,2.0,2.0,100.0,0.1,0.1,0.0,0.0,18.8,0.0,0.0,0.0,0.3,0.3,0.13,-0.3,-0.3,645.0,835.0,77.2,10680.0,4470.0,324.0,372.0,87.1,270.0,315.0,85.7,44.0,108.0,40.7,0.0,0.5,0.4,-0.5,8.0,63.0,8.0,0.0,76.0,783.0,48.0,15.0,2.0,3.0,13.0,29.0,0.0,0.0,0.0,0.0,645.0,4.0,23.0,25.0,1.31,22.0,0.0,0.0,0.0,2.0,1.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,50,33,30,19,1,22,35,62.9,13,33,15,18,25,75,60,1
Chiedozie Ogbene,ie IRL,"MF,DF",26.0,,20,1995.0,22.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.2,4.2,3.1,7.4,127.0,53.0,150.0,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33,Matches,Luton Town,30.0,,,,,,,,,,,,,,,,4.0,35.0,14.0,40.0,1.58,0.63,0.11,0.29,15.3,0.0,0.0,0.0,4.2,4.2,0.12,-0.2,-0.2,589.0,790.0,74.6,8171.0,2314.0,365.0,409.0,89.2,175.0,234.0,74.8,22.0,57.0,38.6,1.0,3.1,3.5,-2.1,25.0,24.0,18.0,5.0,53.0,697.0,91.0,5.0,0.0,2.0,79.0,80.0,0.0,0.0,0.0,0.0,589.0,2.0,47.0,79.0,3.56,51.0,2.0,12.0,5.0,9.0,0.0,9.0,0.41,1.0,0.0,2.0,2.0,4.0,0.0,17,10,10,7,0,12,22,54.5,10,14,3,11,7,24,34,2
Tahith Chong,nl NED,"MF,FW",23.0,,20,1982.0,22.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,2.7,2.7,0.5,3.2,57.0,72.0,101.0,0.18,0.0,0.18,0.18,0.18,0.12,0.02,0.15,0.12,0.15,Matches,Luton Town,33.0,,,,,,,,,,,,,,,,4.0,31.0,7.0,22.6,1.41,0.32,0.13,0.57,16.6,0.0,0.0,0.0,2.7,2.7,0.09,1.3,1.3,428.0,550.0,77.8,6679.0,1643.0,227.0,257.0,88.3,149.0,189.0,78.8,32.0,54.0,59.3,0.0,0.5,1.4,-0.5,10.0,35.0,20.0,8.0,72.0,515.0,31.0,4.0,5.0,6.0,35.0,11.0,0.0,0.0,0.0,0.0,428.0,4.0,21.0,49.0,2.22,31.0,0.0,3.0,2.0,11.0,2.0,4.0,0.18,2.0,0.0,0.0,2.0,0.0,0.0,36,22,19,13,4,15,33,45.5,18,30,6,24,8,44,11,1
Reece Burke,eng ENG,DF,26.0,,20,1660.0,18.4,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.4,2.7,11.0,67.0,14.0,0.0,0.22,0.22,0.0,0.22,0.07,0.07,0.15,0.07,0.15,Matches,Luton Town,22.0,,,,,,,,,,,,,,,,0.0,13.0,3.0,23.1,0.7,0.16,0.0,0.0,14.3,0.0,0.0,0.0,1.3,1.3,0.12,-1.3,-1.3,547.0,719.0,76.1,10396.0,4169.0,200.0,247.0,81.0,280.0,325.0,86.2,57.0,120.0,47.5,4.0,1.4,0.9,2.6,13.0,58.0,9.0,3.0,67.0,689.0,29.0,9.0,0.0,2.0,13.0,20.0,0.0,0.0,0.0,0.0,547.0,1.0,15.0,21.0,1.14,15.0,1.0,0.0,5.0,0.0,0.0,4.0,0.22,3.0,0.0,0.0,1.0,0.0,0.0,37,23,17,14,6,12,26,46.2,14,25,18,7,18,55,78,1
Elijah Adebayo,eng ENG,FW,25.0,,16,1419.0,15.8,10.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,5.9,5.9,0.7,6.6,16.0,23.0,110.0,0.63,0.0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,Matches,Luton Town,27.0,,,,,,,,,,,,,,,,10.0,31.0,14.0,45.2,1.97,0.89,0.32,0.71,9.6,0.0,0.0,0.0,5.9,5.9,0.19,4.1,4.1,144.0,204.0,70.6,1847.0,385.0,94.0,122.0,77.0,41.0,60.0,68.3,3.0,6.0,50.0,0.0,0.7,0.4,-0.7,14.0,9.0,4.0,0.0,23.0,202.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,144.0,1.0,5.0,31.0,1.97,19.0,0.0,5.0,5.0,2.0,0.0,5.0,0.32,2.0,0.0,0.0,3.0,0.0,0.0,4,1,1,0,3,1,12,8.3,11,13,2,11,6,10,25,0
